zone_id,count,mean,std,variance,min,max,median,q25,q75,iqr,skewness,kurtosis,LocationID,Zone,Borough
178,23,1.1304347826086956,0.45769658728016016,0.20948616600790526,1,3,1.0,1.0,1.0,0.0,3.71012861956897,13.960484158063347,178,Ocean Parkway South,Brooklyn
179,326,1.6042944785276074,0.8338123524927052,0.6952430391694194,1,5,1.0,1.0,2.0,1.0,1.3961899667440278,1.6571601957869566,179,Old Astoria,Queens
180,35,1.1142857142857143,0.32280285109067564,0.10420168067226893,1,2,1.0,1.0,1.0,0.0,2.534617694414321,4.689332844574776,180,Ozone Park,Queens
181,410,2.3073170731707315,2.0845678454185133,4.3454231021527825,1,15,2.0,1.0,3.0,2.0,2.9894715332046458,11.16090784293342,181,Park Slope,Brooklyn
182,83,1.1927710843373494,0.45419001410179144,0.2062885689097855,1,3,1.0,1.0,1.0,0.0,2.3504081689134626,5.065558247633269,182,Parkchester,Bronx
183,23,1.0869565217391304,0.2881040655200304,0.08300395256916997,1,2,1.0,1.0,1.0,0.0,3.1403996438884043,8.605442176870747,183,Pelham Bay,Bronx
184,3,1.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,,184,Pelham Bay Park,Bronx
185,51,1.0588235294117647,0.23763541031440183,0.05647058823529412,1,2,1.0,1.0,1.0,0.0,3.8646064815160996,13.461947278911559,185,Pelham Parkway,Bronx
186,674,155.15727002967358,88.36289931470068,7808.0019752999315,1,361,177.0,64.0,219.0,155.0,-0.23068509827818987,-1.0378843190978593,186,Penn Station/Madison Sq West,Manhattan
187,1,1.0,,,1,1,1.0,1.0,1.0,0.0,,,187,Port Richmond,Staten Island
188,256,1.453125,0.9810708435174292,0.9625,1,11,1.0,1.0,2.0,1.0,4.966468853795636,38.64870575434251,188,Prospect-Lefferts Gardens,Brooklyn
189,194,1.3762886597938144,0.9482214817330159,0.8991239784199563,1,11,1.0,1.0,2.0,1.0,6.182218077392622,55.811336603448694,189,Prospect Heights,Brooklyn
190,36,1.0277777777777777,0.16666666666666663,0.02777777777777777,1,2,1.0,1.0,1.0,0.0,6.000000000000005,36.00000000000003,190,Prospect Park,Brooklyn
191,127,1.3070866141732282,0.6237598620096665,0.3890763654543182,1,4,1.0,1.0,1.0,0.0,2.0652515288861952,3.7332273618193756,191,Queens Village,Queens
192,33,1.1515151515151516,0.36410954062720957,0.13257575757575757,1,2,1.0,1.0,1.0,0.0,2.0376710881920883,2.287188940092164,192,Queensboro Hill,Queens
193,468,6.4594017094017095,5.1922831540857475,26.95980435220264,1,28,5.0,2.0,10.0,8.0,1.1182167344947826,1.0622375582360193,193,Queensbridge/Ravenswood,Queens
194,69,1.0869565217391304,0.2838356211727966,0.08056265984654731,1,2,1.0,1.0,1.0,0.0,2.9973202980706573,7.191617669229612,194,Randalls Island,Manhattan
195,67,1.0746268656716418,0.26477164751518606,0.07010402532790593,1,2,1.0,1.0,1.0,0.0,3.3119976596919467,9.24450372208437,195,Red Hook,Brooklyn
196,139,1.1942446043165467,0.4945748846704233,0.24460431654676254,1,4,1.0,1.0,1.0,0.0,2.936051583675789,9.78865499940153,196,Rego Park,Queens
197,183,1.7431693989071038,1.392540886113578,1.9391701194979887,1,8,1.0,1.0,2.0,1.0,2.4193311845370586,5.745946053454128,197,Richmond Hill,Queens
198,96,1.1354166666666667,0.40052049468993056,0.16041666666666668,1,3,1.0,1.0,1.0,0.0,3.1072044463834882,9.63988053871619,198,Ridgewood,Queens
200,64,1.140625,0.5596820951388811,0.3132440476190476,1,5,1.0,1.0,1.0,0.0,5.6539808433891166,36.81698722045561,200,Riverdale/North Riverdale/Fieldston,Bronx
201,40,1.1,0.30382181012509996,0.0923076923076923,1,2,1.0,1.0,1.0,0.0,2.7717077414921394,5.979137031768607,201,Rockaway Park,Queens
202,87,1.0804597701149425,0.3132125663743877,0.09810211173483023,1,3,1.0,1.0,1.0,0.0,4.228985001223131,19.11696887027202,202,Roosevelt Island,Manhattan
203,102,1.2549019607843137,0.5748228226348183,0.3304212774218598,1,4,1.0,1.0,1.0,0.0,2.487907058694472,6.421987547153856,203,Rosedale,Queens
204,2,1.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,,,204,Rossville/Woodrow,Staten Island
205,153,1.3006535947712419,0.5511348020252759,0.30374957000344,1,4,1.0,1.0,2.0,1.0,1.9192460093631736,4.041953110715166,205,Saint Albans,Queens
206,3,1.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,,206,Saint George/New Brighton,Staten Island
207,114,1.9824561403508771,1.330263505338145,1.769600993634529,1,6,1.0,1.0,3.0,2.0,1.2494299312598198,0.5500770515260869,207,Saint Michaels Cemetery/Woodside,Queens
208,49,1.1428571428571428,0.408248290463863,0.16666666666666666,1,3,1.0,1.0,1.0,0.0,3.009745375441033,9.222016651248845,208,Schuylerville/Edgewater Park,Bronx
209,585,7.888888888888889,5.1504385000473665,26.527016742770165,1,28,7.0,4.0,11.0,7.0,0.7275421942410478,0.3213551028504802,209,Seaport,Manhattan
210,89,1.1685393258426966,0.5273422869829894,0.27808988764044945,1,5,1.0,1.0,1.0,0.0,4.930648249646493,31.633276705231207,210,Sheepshead Bay,Brooklyn
211,654,32.55351681957187,23.50346580651005,552.412904917787,1,102,31.0,12.25,50.0,37.75,0.503252876447512,-0.504882979790731,211,SoHo,Manhattan
212,40,1.05,0.22072142786315227,0.048717948717948725,1,2,1.0,1.0,1.0,0.0,4.29214521772667,17.285318559556778,212,Soundview/Bruckner,Bronx
213,158,1.2278481012658229,0.551763059288222,0.30444247359509796,1,4,1.0,1.0,1.0,0.0,2.8211244234278268,8.775040504939119,213,Soundview/Castle Hill,Bronx
214,17,1.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,214,South Beach/Dongan Hills,Staten Island
215,268,1.4328358208955223,0.7338550530328659,0.5385432388618704,1,5,1.0,1.0,2.0,1.0,1.809856036106759,3.236426267959792,215,South Jamaica,Queens
216,272,1.4852941176470589,0.7777846685724636,0.6049489906663772,1,6,1.0,1.0,2.0,1.0,2.040189008665388,5.708143451366562,216,South Ozone Park,Queens
217,81,1.0617283950617284,0.2421610524189263,0.05864197530864197,1,2,1.0,1.0,1.0,0.0,3.7113076947668078,12.07133705734638,217,South Williamsburg,Brooklyn
218,129,1.302325581395349,0.5943043617697961,0.3531976744186046,1,5,1.0,1.0,2.0,1.0,2.7382762102461125,11.336996684285065,218,Springfield Gardens North,Queens
219,169,1.21301775147929,0.6561583765823612,0.4305438151591997,1,7,1.0,1.0,1.0,0.0,5.632144417725745,41.76851992680513,219,Springfield Gardens South,Queens
220,95,1.1473684210526316,0.38505100664141306,0.14826427771556552,1,3,1.0,1.0,1.0,0.0,2.5763043312492795,6.270159874177439,220,Spuyten Duyvil/Kingsbridge,Bronx
221,2,1.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,,,221,Stapleton,Staten Island
222,91,1.1868131868131868,0.46932783879567624,0.22026862026862026,1,3,1.0,1.0,1.0,0.0,2.5601764320730998,6.035608439166131,222,Starrett City,Brooklyn
223,340,1.6411764705882352,0.8132812185509287,0.6614263404476836,1,5,1.0,1.0,2.0,1.0,1.2415764231348358,1.202334081484746,223,Steinway,Queens
224,599,6.479131886477463,4.370677826513741,19.102824663178875,1,31,6.0,3.0,9.0,6.0,1.2183076308007457,2.94600520950832,224,Stuy Town/Peter Cooper Village,Manhattan
225,220,1.3727272727272728,0.624596175061298,0.39012038190120374,1,4,1.0,1.0,2.0,1.0,1.6845291555025663,2.624130869148112,225,Stuyvesant Heights,Brooklyn
226,591,4.006768189509306,2.733958738744217,7.474530385155869,1,21,3.0,2.0,5.0,3.0,1.523854478813975,3.800993626379549,226,Sunnyside,Queens
227,56,1.0535714285714286,0.227207782928703,0.05162337662337663,1,2,1.0,1.0,1.0,0.0,4.075238594341982,15.147607557717915,227,Sunset Park East,Brooklyn
228,158,1.2151898734177216,0.47001520712488265,0.22091429492864634,1,3,1.0,1.0,1.0,0.0,2.1145695452378823,3.820497281761922,228,Sunset Park West,Brooklyn
229,671,86.08792846497765,52.96013443275209,2804.7758391351736,1,225,100.0,31.0,126.0,95.0,-0.197521920099562,-1.1475482832993982,229,Sutton Place/Turtle Bay North,Manhattan
230,673,144.82615156017832,97.20372154266961,9448.563481744854,1,453,143.0,58.0,205.0,147.0,0.48548262267708964,-0.4092420211513832,230,Times Sq/Theatre District,Manhattan
231,665,58.56541353383459,36.04267476734288,1299.074404384455,1,151,62.0,26.0,83.0,57.0,0.07593323075454167,-0.8051646054990478,231,TriBeCa/Civic Center,Manhattan
232,597,5.686767169179229,5.4919748438637015,30.161787685631733,1,36,4.0,2.0,7.0,5.0,2.5320892029987285,7.82615421501645,232,Two Bridges/Seward Park,Manhattan
233,667,54.09895052473763,36.47681128689445,1330.5577616597106,1,155,58.0,19.0,80.0,61.0,0.2078897248350786,-0.7895640203007832,233,UN/Turtle Bay South,Manhattan
234,665,122.2796992481203,84.96531872153238,7219.10538545158,1,321,125.0,41.0,189.0,148.0,0.11257481381136925,-1.1534579200917603,234,Union Sq,Manhattan
235,137,1.2408759124087592,0.6245651127603001,0.39008158007728644,1,5,1.0,1.0,1.0,0.0,3.4532485543531943,14.175983054938643,235,University Heights/Morris Heights,Bronx
236,667,189.29085457271364,149.53392844794928,22360.395757076414,1,562,191.0,25.0,326.5,301.5,0.12688627383821735,-1.370503798716665,236,Upper East Side North,Manhattan
237,669,201.71300448430495,151.6988472756532,23012.540264761956,1,538,219.0,37.0,335.0,298.0,0.05256607296911215,-1.361877204336821,237,Upper East Side South,Manhattan
238,667,88.50524737631184,60.905809370423285,3709.5176150663406,1,226,98.0,21.5,141.5,120.0,-0.09302590261167251,-1.4253923611708865,238,Upper West Side North,Manhattan
239,670,121.51492537313433,80.43346088794736,6469.541630412958,1,286,149.0,33.25,186.0,152.75,-0.2152985507938279,-1.359021638275204,239,Upper West Side South,Manhattan
240,10,1.1,0.31622776601683794,0.09999999999999999,1,2,1.0,1.0,1.0,0.0,3.1622776601683786,9.999999999999993,240,Van Cortlandt Park,Bronx
241,80,1.075,0.2650531353464094,0.07025316455696203,1,2,1.0,1.0,1.0,0.0,3.289132462649368,9.043929043929051,241,Van Cortlandt Village,Bronx
242,114,1.2719298245614035,0.5842336742967406,0.34132898618226987,1,4,1.0,1.0,1.0,0.0,2.314617568925638,5.371438280689681,242,Van Nest/Morris Park,Bronx
243,272,1.4558823529411764,0.8000705417130118,0.6401128717169523,1,7,1.0,1.0,2.0,1.0,2.5185978562034044,9.610038732437838,243,Washington Heights North,Manhattan
244,544,3.3878676470588234,2.212121273251117,4.893480527570144,1,13,3.0,2.0,5.0,3.0,1.0568661253656275,0.9250388083529124,244,Washington Heights South,Manhattan
245,1,1.0,,,1,1,1.0,1.0,1.0,0.0,,,245,West Brighton,Staten Island
246,662,69.64501510574019,50.01239753335734,2501.2399070345673,1,245,65.0,27.0,101.0,74.0,0.6181148307144377,-0.10328999071619727,246,West Chelsea/Hudson Yards,Manhattan
247,230,1.391304347826087,0.7784841633311709,0.6060375925574331,1,6,1.0,1.0,2.0,1.0,2.999988930855728,12.121588574594632,247,West Concourse,Bronx
248,75,1.04,0.19727878476642874,0.03891891891891892,1,2,1.0,1.0,1.0,0.0,4.791217061536268,21.52936326737697,248,West Farms/Bronx River,Bronx
249,672,98.42261904761905,85.39706483742405,7292.658682847208,1,457,77.0,48.0,120.0,72.0,1.7615387929753805,3.4431485725931936,249,West Village,Manhattan
250,61,1.1475409836065573,0.5110794319793642,0.2612021857923496,1,4,1.0,1.0,1.0,0.0,4.113446125664471,18.474261130189156,250,Westchester Village/Unionport,Bronx
251,1,1.0,,,1,1,1.0,1.0,1.0,0.0,,,251,Westerleigh,Staten Island
252,38,1.105263157894737,0.3110117477759048,0.09672830725462302,1,2,1.0,1.0,1.0,0.0,2.6794271897850632,5.464495798319332,252,Whitestone,Queens
253,7,1.1428571428571428,0.37796447300922725,0.14285714285714288,1,2,1.0,1.0,1.0,0.0,2.6457513110645903,7.000000000000002,253,Willets Point,Queens
254,101,1.1386138613861385,0.40074188626339097,0.16059405940594057,1,3,1.0,1.0,1.0,0.0,3.0203108228093503,9.07308771921145,254,Williamsbridge/Olinville,Bronx
255,342,3.4883040935672516,4.491586535750556,20.17434960813568,1,41,2.0,1.0,4.0,3.0,3.5168308434218565,18.115826912741333,255,Williamsburg (North Side),Brooklyn
256,360,2.441666666666667,2.5005709654403616,6.252855153203343,1,22,2.0,1.0,3.0,2.0,3.2414089587503945,14.934451817509537,256,Williamsburg (South Side),Brooklyn
257,59,1.0677966101694916,0.2535545088414485,0.06428988895382819,1,2,1.0,1.0,1.0,0.0,3.5287751189814403,10.818010936431985,257,Windsor Terrace,Brooklyn
258,67,1.1194029850746268,0.32670940009765015,0.10673903211216645,1,2,1.0,1.0,1.0,0.0,2.4015696652158507,3.8825823011734037,258,Woodhaven,Queens
259,68,1.1470588235294117,0.3964283030678084,0.15715539947322216,1,3,1.0,1.0,1.0,0.0,2.749282375759541,7.469000797273948,259,Woodlawn/Wakefield,Bronx
260,358,1.6843575418994414,1.1318317646692855,1.281043143514389,1,14,1.0,1.0,2.0,1.0,4.583590414568137,40.30553818333315,260,Woodside,Queens
261,635,19.31023622047244,14.733483158077334,217.07552596934846,1,62,16.0,6.0,31.0,25.0,0.5260410550980975,-0.742843989887477,261,World Trade Center,Manhattan
262,657,61.99391171993912,46.25848596584146,2139.847523851951,1,174,63.0,15.0,101.0,86.0,0.2043641678227851,-1.1789904470881867,262,Yorkville East,Manhattan
263,672,88.65922619047619,50.63420382818207,2563.8225973138883,1,231,103.0,43.0,125.0,82.0,-0.20672749741772908,-0.9452181557168409,263,Yorkville West,Manhattan
264,670,52.177611940298505,31.037126718598557,963.3032349463444,1,136,56.0,23.25,75.0,51.75,-0.025007351305357566,-0.8523789171855247,264,,Unknown
265,616,4.212662337662338,2.768328788736396,7.663644282546721,1,15,3.0,2.0,6.0,4.0,1.004689685514732,0.6186663932259346,265,Outside of NYC,
